segment_id,is_anchor,instance_name,video_id,channel_id,start_time,end_time,query
730f3ddf-f73c-46b7-bf45-9d94740e6f96,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,165.0,168.0,
0501eab2-5df4-4a6a-a9a2-393b0b220e58,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,174.0,177.0,
3c381541-6e5a-405c-bc5d-886c9b516fd8,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,180.0,183.0,
34267e21-8cae-4141-960a-1b73437a42e7,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,189.0,192.0,
aa1501f0-f86b-458d-aa1b-23b816464479,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,192.0,195.0,
8cb582da-0690-4d01-aa5f-b214e7693b6b,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,204.0,207.0,
5070faae-acaf-4c59-954c-5214b16b706b,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,237.0,240.0,
1d586ce3-f1cc-499d-b8d1-f71310abbc25,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,240.0,243.0,
75c63a4b-a82b-4e36-a9ab-6e621e673761,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,246.0,249.0,
de7bf198-6bc1-4859-877c-a0609ec1a7ef,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,249.0,252.0,
d9a65c7b-f88b-444b-9506-c5f467582045,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,267.0,270.0,
3bc786a1-8854-4c7d-b5d3-04c9f9b2409e,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,282.0,285.0,
d5265e76-e2f0-4325-bd22-da4cdc8b367c,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,285.0,288.0,
098d5610-7ca5-426f-86a6-b514b82c91ef,False,,QxsFiJWjbeA,UCtinbF-Q-fVthA0qrFQTgXQ,297.0,300.0,
9e212e03-b65c-4c4c-81b4-46fafea3b223,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,9.0,12.0,
0f4bb8cf-a4ce-412f-a977-f2770bd7dd02,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,12.0,15.0,
4e092a6d-dd67-4828-81da-56762b776e83,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,27.0,30.0,
1ada5a45-5048-418c-89ca-8169dde65a6b,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,33.0,36.0,
1385f234-3b14-432b-bf63-c68591d7a501,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,57.0,60.0,
aaf1ec99-bb31-47e5-9e04-81a63b325389,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,66.0,69.0,
ac92bd72-9cbf-4f46-9476-3a04757f3f68,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,87.0,90.0,
209bc20a-1f6c-4557-9925-74a33c156fb7,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,93.0,96.0,
0f4e3c2e-fc5d-483a-a1ba-da0a4860de98,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,96.0,99.0,
93118bc5-1945-4e36-8b7c-d9d9bcae665b,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,120.0,123.0,
5638dcbf-f939-4627-9653-ff1d4074c8bd,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,129.0,132.0,
749e28da-8121-4d20-9b48-51364c64e8ed,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,138.0,141.0,
3c93f64b-95e9-4851-bd5c-2e540929ce6b,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,141.0,144.0,
36362bb1-9c58-4d9e-bc79-326dcc868ead,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,144.0,147.0,
0664c46f-b4a9-4a09-91b2-a1f07b3dcca9,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,171.0,174.0,
afe01d06-dba4-443e-93b8-fc3f5132cd02,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,189.0,192.0,
57093d44-57e8-47bd-8bdb-a8ded40f1f16,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,198.0,201.0,
482e179f-9432-4583-b55c-13b2619eac87,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,201.0,204.0,
18fd1466-8d8e-4f1c-af32-3d832a597484,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,210.0,213.0,
1f79829f-5d17-44f1-ac5c-a35d57d4f768,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,219.0,222.0,
d551df58-6be1-427a-9cd5-8230afbdae53,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,237.0,240.0,
3dff88a9-8974-44bd-a0a2-d5ec3a20e36a,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,240.0,243.0,
346a6543-4285-491b-9699-8213d0c54146,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,285.0,288.0,
2e4b04f4-ad24-4aec-8e35-6d54dfbd0269,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,312.0,315.0,
87ed2ea2-8c4f-4c65-8344-5277307e8ca7,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,318.0,321.0,
ec31e723-d7b1-44db-a1e7-16ba6474a266,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,321.0,324.0,
14590f44-3b7e-4e02-b8ff-032371cba6df,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,327.0,330.0,
d6488fb5-fa9d-4d45-8e53-974c9ee24a41,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,345.0,348.0,
98859c32-5cae-4793-baaa-49a2329ec189,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,360.0,363.0,
c84ed0ab-84b9-4223-a2ab-1d4542c90cdb,False,,Ipv_LWcdfC0,UCtinbF-Q-fVthA0qrFQTgXQ,372.0,375.0,
c5187b4b-59a3-4f1a-a032-b39de1e96626,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,15.0,18.0,
35fceacb-c1cd-4928-8c2b-6e6449e2307b,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,42.0,45.0,
e25d4f28-f4a6-4044-b773-320d9a8cefc0,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,90.0,93.0,
9acbe3b6-852f-44f7-87dc-93197bf03464,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,120.0,123.0,
0e5f7654-40e5-422e-8d93-4d20bc5d5f96,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,129.0,132.0,
3f5e65ee-dd91-4855-9541-65437b27d0be,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,135.0,138.0,
7fee8040-335b-49ad-9d57-2f2e37b135ff,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,180.0,183.0,
61ff0dc3-17dd-4960-9d1f-5115b802ad99,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,279.0,282.0,
4ec55911-a985-4556-b2ee-6667f11fffdd,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,303.0,306.0,
8beb0fbb-bf9f-4075-be8d-bf3a4c974725,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,324.0,327.0,
cc2672be-6853-4aef-9fa5-244989f7c054,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,327.0,330.0,
a6c78007-533e-4ebd-8de6-6152c5c42051,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,351.0,354.0,
28899bac-1084-44cb-a2fb-2a6a8643c3c5,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,372.0,375.0,
e74b69d6-fb0e-48f6-a74d-c95987997bc3,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,381.0,384.0,
4f533955-edf0-4127-98ab-40abef243cf5,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,384.0,387.0,
5f29e82e-4eb7-4761-a3af-764313a917cf,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,426.0,429.0,
b4733f61-a3db-432e-b479-9aebd68adf5b,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,456.0,459.0,
9794b3ce-b970-4b71-a335-df86200abaad,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,459.0,462.0,
0df966d3-8d9a-4ac7-a807-7dc1faeda2a5,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,477.0,480.0,
6a23fda2-c021-4753-8110-3d3278e9fe94,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,492.0,495.0,
5b82334b-2a7e-494b-8f08-d1ce644eb2ca,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,498.0,501.0,
742cd96d-b164-4812-809a-118445b3fe9d,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,510.0,513.0,
b1c22bb5-0448-401c-a7ff-80bc7e44ebdc,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,540.0,543.0,
e722e0f9-75a6-4288-a0ff-a1948ae14275,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,564.0,567.0,
aada36d7-65fd-4233-ab3d-d0baff964730,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,576.0,579.0,
fa60a1bd-98bd-423e-b55e-873264aef6c9,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,597.0,600.0,
de2e4d66-5fac-4cc2-ae78-6bdb3d9cc3f4,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,624.0,627.0,
34c8edaf-5a1c-406d-a938-735f386b0d53,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,642.0,645.0,
5485cfe8-ce13-4ca2-a744-eb1c518f1240,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,648.0,651.0,
8208ed06-0145-4037-97d1-74fcfa7fd051,False,,4juSAp9jQjA,UCtinbF-Q-fVthA0qrFQTgXQ,669.0,672.0,
23a2d29f-bf46-48af-bb57-f6c996767f5d,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,3.0,6.0,
61258024-bc9e-481c-a282-dac0ce3838c5,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,9.0,12.0,
0ef3e8c4-4b5e-494a-9d3e-7f75a8332550,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,18.0,21.0,
32ccb394-4310-49df-9685-d64c5b0726e4,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,39.0,42.0,
921e62ad-42a6-48a8-9da5-7ed99c0ab30f,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,42.0,45.0,
28355785-b9f3-4340-8c3a-1f2c8d715d51,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,78.0,81.0,
bae29288-2a25-4f9c-850c-41f0800a7b9d,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,99.0,102.0,
df72b22e-e666-4df2-bf07-d80945b05127,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,105.0,108.0,
c639bb86-91cd-47fb-85ca-fa9cf30a0f0d,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,123.0,126.0,
1f2d6253-6977-425b-be5d-c178efcb2674,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,138.0,141.0,
c5976665-ce11-4629-aaf8-23e921bed474,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,162.0,165.0,
7a3b5df2-a767-4a72-a5b9-af33d8e4d280,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,171.0,174.0,
cd44b9b0-c0cd-4887-aa01-701ed08a7663,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,183.0,186.0,
0d559136-1009-4bf9-a8d2-267764db4ddf,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,210.0,213.0,
543e7ec7-69f6-4468-8234-8a954706559a,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,225.0,228.0,
78ecf83a-b8e9-41e4-a9f2-50bd30af2a33,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,243.0,246.0,
6735d6ed-44c6-4dc7-a36c-8694028b724a,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,264.0,267.0,
7d38d140-6db2-4bc5-8069-389bd506cfe4,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,273.0,276.0,
65f04f35-b3fb-4910-a757-c37ca5d84ac9,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,285.0,288.0,
86a6c6df-10dc-456f-8616-1161ec105dd8,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,288.0,291.0,
adc5eea1-ddee-4dca-9cbd-43eb3baa5a56,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,297.0,300.0,
f7479767-b9c1-4cff-ad59-dda9185cb1d3,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,321.0,324.0,
75bd8105-0008-46f4-9e45-bc339a12062d,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,333.0,336.0,
8800f52d-265b-43e6-ada5-f043b0f80fad,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,348.0,351.0,
083572c6-08a3-4566-a43c-798a3d2c53c6,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,369.0,372.0,
76fbc18b-6550-4088-bc34-b30056869d8b,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,372.0,375.0,
9b058857-117c-48cf-80ed-5f76450a6644,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,375.0,378.0,
8b47b054-f92c-42e0-94aa-1517b8325f36,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,381.0,384.0,
faf099d9-2149-483b-b2b3-86846413922f,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,420.0,423.0,
72116963-ab5c-4869-8073-93144e67d76f,False,,JhVDn0l1Gkw,UCtinbF-Q-fVthA0qrFQTgXQ,450.0,453.0,
5ebacb0c-5acf-4941-92ac-f154c0422d5d,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,0.0,3.0,
231f5afb-0b60-4915-95db-e19d98fceb7f,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,18.0,21.0,
dde2b0d1-026e-42ff-b789-6996c1978e0b,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,27.0,30.0,
5b972d2f-59a4-4c54-8de2-8d2a2dd285f4,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,30.0,33.0,
929401eb-8416-46ca-bb2e-0cd70759e55b,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,39.0,42.0,
937c78ae-06af-4a9f-a29e-8679f8c1e480,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,42.0,45.0,
8e930fe6-d850-480d-b074-100c6f075da5,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,48.0,51.0,
19afc131-b995-43f7-9644-a93363b2812b,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,60.0,63.0,
6941fcaf-7661-4253-88b5-d76ddc5b93e8,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,93.0,96.0,
392c9edf-708a-435f-8a84-61612e55ee00,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,105.0,108.0,
4f4f6af9-6552-4358-af25-767c6c0b245b,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,120.0,123.0,
a73d754a-6735-44d9-b07d-68659d58b3f4,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,132.0,135.0,
d422b48f-c88e-4698-bbf6-6324ea20be9c,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,177.0,180.0,
35d4a844-019a-41ce-882b-8aa883b0d621,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,180.0,183.0,
20055ea8-5b91-416b-bf93-b8ee9cd6941f,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,186.0,189.0,
688bfd5b-86d9-4e86-90ba-59653ac94519,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,189.0,192.0,
ba9340e8-1dbc-4c56-bead-e0a1b0d46fb4,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,198.0,201.0,
27a9a609-5a6b-4e03-b86f-599d8ffaec05,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,219.0,222.0,
e400ed2d-ea9a-4344-bfa8-a91034d33b30,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,234.0,237.0,
be914277-da10-4cf3-87ea-0b02c2e6cc18,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,243.0,246.0,
c9431abc-4435-42bf-824e-1a2a11537651,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,267.0,270.0,
a9571956-810a-4631-a8af-543c8e8013f1,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,288.0,291.0,
0d5903a4-ddc9-4b5d-9b3f-7bcc4da43d69,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,339.0,342.0,
51335d09-c523-4174-9069-8875f4404399,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,342.0,345.0,
11b323fd-fad6-41a3-af14-752512600aaf,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,345.0,348.0,
5d3b1d59-94ca-49c2-94b5-5d665e1e6396,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,363.0,366.0,
eda15b80-3499-4b05-bb8c-698caac5e888,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,384.0,387.0,
85181687-999c-4ead-b882-c6e820e271a4,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,408.0,411.0,
888f4eaa-109e-4f56-a9bc-2479d257c8bb,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,420.0,423.0,
33e77a49-6b1e-40de-8df9-a93cc10569ca,False,,1SBv3o4f2jE,UCtinbF-Q-fVthA0qrFQTgXQ,453.0,456.0,
ce4a139d-1401-4d41-b1ce-db60e629958b,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,9.0,12.0,
9f6de3dc-6f2f-4f6d-8fe7-ac7f84190cd2,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,18.0,21.0,
deb2d2d9-ad8c-46b7-85e2-5478589e8bce,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,36.0,39.0,
a2b8232e-1815-4a0b-b59b-f505f99bb318,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,66.0,69.0,
54c56657-6f2c-49c2-999c-9b84acd384a9,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,96.0,99.0,
aba3dea7-0fde-4065-a49f-8c7786729c13,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,102.0,105.0,
9dcb4e3e-5ccd-4bcd-ac71-a0f5506b08c8,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,108.0,111.0,
705c9414-7689-480b-aa72-2f8eb47e7875,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,159.0,162.0,
7fb24379-cf73-4655-a828-150c935c08be,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,207.0,210.0,
fb9beb5e-4150-40db-8f45-a5b599bad23f,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,210.0,213.0,
64031684-8095-4cb1-a6ee-1d615f5d94b0,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,249.0,252.0,
da033774-957c-4f16-93a9-e2565b6da139,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,252.0,255.0,
caff866b-ce8a-4a0b-a9d4-9614f4628751,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,258.0,261.0,
af4bd795-d7e5-426a-a798-502012d26c95,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,261.0,264.0,
81215f57-216e-4e2c-9010-64fadb12ae45,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,264.0,267.0,
87b99b88-f010-4530-8ece-c7f3029b0360,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,303.0,306.0,
38bf49c0-8690-490e-9ffa-1a7ad106ee8e,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,318.0,321.0,
bc0e1ab0-2011-4aee-b5c4-a0f578626e81,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,348.0,351.0,
c640e486-aed7-4a92-ab48-8287785d1cf2,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,369.0,372.0,
d33a8dbf-8c77-4a18-a8fe-e9bcd4a5885f,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,372.0,375.0,
4a66e9ee-6d47-4052-81e5-b68832b5dc65,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,396.0,399.0,
fb5758f7-728f-4af7-9e95-b617fd4a0def,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,405.0,408.0,
73c0ae75-0541-4d9a-896c-48b383b242ab,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,417.0,420.0,
35821a0b-9891-4b29-a688-88f226756ddf,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,441.0,444.0,
fd5b07bc-fb80-4aba-961a-f76c3b5e48e3,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,468.0,471.0,
23b38d01-84bf-4794-835a-309c623fc3a3,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,471.0,474.0,
bdaa0c31-8bb1-4428-b63d-04739ce9f214,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,480.0,483.0,
408009bd-5d8c-4e22-893a-f03883da5459,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,513.0,516.0,
bc5ae332-fefb-413d-8299-f6e36833cc19,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,516.0,519.0,
ada0faff-fe42-4fcc-a66b-b7a070ed8212,False,,txvX4aSuEWY,UCtinbF-Q-fVthA0qrFQTgXQ,558.0,561.0,
